"","Date received","Product","Sub-product","Issue","Sub-issue","Consumer complaint narrative","Company public response","Company","State","ZIP code","Tags","Consumer consent provided?","Submitted via","Date sent to company","Company response to consumer","Timely response?","Consumer disputed?","Complaint ID"
"3598",2013-08-26,"Debt collection","Other (i.e. phone, health club, etc.)","False statements or representation","Attempted to collect wrong amount","Other","Other","Cavalry Investments, LLC","TX","75052","Other","Other","Postal mail",2013-08-28,"Closed with non-monetary relief","Yes","No",503438
"3599",2013-09-09,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","TX","76244","Other","Other","Postal mail",2013-11-07,"Closed with explanation","Yes","No",520483
"3600",2013-08-20,"Bank account or service","Checking account","Using a debit or ATM card","Other","Other","Other","SunTrust Banks, Inc.","GA","30067","Other","Other","Web",2013-08-22,"Closed with explanation","Yes","Yes",497482
"3601",2013-09-19,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Allied Interstate LLC","CA","90043","Other","Other","Referral",2013-09-19,"Closed with non-monetary relief","Yes","No",534627
"3602",2013-09-19,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","JPMorgan Chase & Co.","CA","90043","Other","Other","Postal mail",2013-09-20,"Closed with explanation","Yes","No",534628
"3603",2013-09-03,"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Encore Capital Group","IL","61938","Other","Other","Web",2013-09-06,"Closed with explanation","Yes","Yes",512495
"3604",2013-09-09,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Diversified Adjustment Service, Inc.","KY","40291","Other","Other","Phone",2013-09-17,"Closed with explanation","Yes","No",520617
"3605",2013-09-19,"Mortgage","FHA mortgage","Application, originator, mortgage broker","Other","Other","Other","Nationstar Mortgage","GA","30606","Other","Other","Web",2013-09-20,"Closed with explanation","Yes","Yes",534631
"3606",2013-09-03,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33756","Older American","Other","Referral",2013-09-04,"Closed with explanation","Yes","No",512940
"3607",2013-08-26,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","TransUnion Intermediate Holdings, Inc.","TX","78023","Other","Other","Web",2013-08-26,"Closed with non-monetary relief","Yes","No",503880
"3608",2013-09-03,"Credit card","Other","Late fee","Other","Other","Other","Citibank","PA","15032","Other","Other","Web",2013-09-03,"Closed with monetary relief","Yes","No",514893
"3609",2013-08-20,"Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Other","Santander Consumer USA Holdings Inc","AZ","85210","Other","Other","Web",2013-08-22,"Closed with explanation","Yes","No",497493
"3610",2013-09-19,"Debt collection","Non-federal student loan","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","AES/PHEAA","MA","2180","Other","Other","Web",2013-09-23,"Closed with explanation","Yes","No",534647
"3611",2013-09-19,"Consumer Loan","Vehicle lease","Managing the loan or lease","Other","Other","Other","Ally Financial Inc.","CA","95630","Other","Other","Web",2013-09-20,"Closed with explanation","Yes","No",534672
"3612",2013-08-26,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","TX","77388","Other","Other","Web",2013-08-28,"Closed","Yes","Yes",501718
"3613",2013-08-20,"Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Bank of America","MD","21801","Other","Other","Web",2013-08-22,"Closed with explanation","Yes","No",497505
"3614",2013-08-26,"Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","State Farm Bank","TX","76115","Other","Other","Postal mail",2013-08-28,"Closed with explanation","Yes","No",503425
"3615",2013-08-20,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","SC","29609","Other","Other","Web",2013-08-21,"Closed with explanation","Yes","No",497515
"3616",2013-08-26,"Credit card","Other","Customer service / Customer relations","Other","Other","Other","Citibank","CA","95818","Older American","Other","Web",2013-08-26,"Closed with explanation","Yes","No",503931
"3617",2013-09-09,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","McCarthy, Burgess & Wolff, Inc.","TX","76031","Other","Other","Phone",2013-09-10,"Closed with explanation","Yes","No",519469
"3618",2013-10-08,"Credit card","Other","Rewards","Other","Other","Other","Amex","NY","11746","Other","Other","Web",2013-10-09,"Closed with explanation","Yes","No",555344
"3619",2013-09-09,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","NY","11101","Other","Other","Web",2013-09-10,"Closed with explanation","Yes","Yes",520658
"3620",2013-08-26,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","NY","10920","Older American","Other","Fax",2013-08-28,"Closed with non-monetary relief","Yes","Yes",501448
"3621",2013-09-19,"Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Amex","CT","6371","Other","Other","Referral",2013-09-20,"Closed with explanation","Yes","No",534724
"3622",2013-09-09,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","HSBC North America Holdings Inc.","NY","14617","Other","Other","Web",2013-09-10,"Closed with explanation","Yes","No",520681
"3623",2013-09-19,"Mortgage","Other mortgage","Other","Other","Other","Other","Bank of America","FL","34746","Other","Other","Referral",2013-09-20,"Closed with explanation","Yes","Yes",535554
"3624",2013-09-19,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","FL","32814","Other","Other","Web",2013-09-19,"Closed with explanation","Yes","Yes",533739
"3625",2013-09-09,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","TX","76244","Other","Other","Postal mail",2013-11-13,"Closed with explanation","Yes","No",520494
"3626",2013-09-09,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","TX","76244","Other","Other","Postal mail",2013-11-13,"Closed with explanation","Yes","No",520495
"3627",2013-08-20,"Credit card","Other","Forbearance / Workout plans","Other","Other","Other","JPMorgan Chase & Co.","IL","60608","Other","Other","Web",2013-08-20,"Closed with explanation","Yes","Yes",496574
"3628",2013-09-09,"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Resurgent Capital Services L.P.","TX","77429","Other","Other","Web",2013-09-14,"Closed with explanation","Yes","No",520715
"3629",2013-08-26,"Bank account or service","Other bank product/service","Problems caused by my funds being low","Other","Other","Other","PNC Bank N.A.","KY","41071","Other","Other","Web",2013-08-27,"Closed with explanation","Yes","No",501235
"3630",2013-09-19,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Resurgent Capital Services L.P.","MO","63110","Other","Other","Web",2013-09-20,"Closed with explanation","Yes","Yes",534763
"3631",2013-08-20,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","32966","Other","Other","Referral",2013-08-22,"Closed with explanation","Yes","No",497575
"3632",2013-08-26,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","MI","48015","Older American","Other","Web",2013-08-27,"Closed with explanation","Yes","Yes",504002
"3633",2013-09-19,"Debt collection","Federal student loan","Communication tactics","Frequent or repeated calls","Other","Other","Van Ru Credit Corporation","NE","68028","Other","Other","Phone",2013-11-04,"Closed with non-monetary relief","Yes","No",534765
"3634",2013-08-26,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","SC","29588","Other","Other","Postal mail",2013-09-17,"Closed with non-monetary relief","Yes","No",504004
"3635",2013-08-20,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Fay Servicing, LLC","FL","33065","Other","Other","Web",2013-08-21,"Closed with explanation","Yes","No",496772
"3636",2013-08-20,"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Encore Capital Group","PA","18509","Other","Other","Phone",2013-08-21,"Closed with explanation","Yes","No",497586
"3637",2013-09-03,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Citizens Financial Group, Inc.","MA","2150","Other","Other","Web",2013-09-06,"Closed with explanation","Yes","No",513049
"3638",2013-09-03,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","PA","19015","Other","Other","Web",2013-09-04,"Closed with explanation","Yes","No",513051
"3639",2013-09-19,"Credit card","Other","Unsolicited issuance of credit card","Other","Other","Other","Barclays PLC","NC","28273","Other","Other","Referral",2013-09-20,"Closed with explanation","Yes","No",534789
"3640",2013-08-20,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Wells Fargo & Company","MD","21042","Other","Other","Web",2013-08-21,"Closed with explanation","Yes","No",497598
"3641",2013-09-09,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","PNC Bank N.A.","FL","33444","Other","Other","Referral",2013-09-10,"Closed","Yes","No",520818
"3642",2013-09-03,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","PA","18015","Other","Other","Referral",2013-09-04,"Closed with explanation","Yes","No",513057
"3643",2013-09-19,"Student loan","Non-federal student loan","Problems when you are unable to pay","Problems when you are unable to pay","Other","Other","JPMorgan Chase & Co.","FL","33141","Other","Other","Web",2013-09-20,"Closed with explanation","Yes","No",534794
"3644",2013-09-03,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","CA","95240","Other","Other","Referral",2013-09-04,"Closed with explanation","Yes","No",513059
"3645",2013-09-03,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","AZ","85029","Other","Other","Referral",2013-09-05,"Closed with explanation","Yes","Yes",514880
"3646",2013-08-26,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NJ","8302","Other","Other","Web",2013-08-27,"Closed with explanation","Yes","No",504032
"3647",2013-09-03,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","FL","32878","Other","Other","Referral",2013-09-06,"Closed with explanation","Yes","Yes",513062
"3648",2013-09-03,"Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Other","Ally Financial Inc.","TX","77598","Other","Other","Referral",2013-09-06,"Closed with explanation","Yes","Yes",513063
"3649",2013-09-19,"Credit card","Other","Application processing delay","Other","Other","Other","Bank of America","CA","91328","Other","Other","Referral",2013-09-20,"Closed with explanation","Yes","No",535249
