"","Date received","Product","Sub-product","Issue","Sub-issue","Consumer complaint narrative","Company public response","Company","State","ZIP code","Tags","Consumer consent provided?","Submitted via","Date sent to company","Company response to consumer","Timely response?","Consumer disputed?","Complaint ID"
"374",2013-07-23,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting report or credit score","Other","Other","TransUnion Intermediate Holdings, Inc.","GA","30214","Other","Other","Postal mail",2013-08-19,"Closed with explanation","Yes","Yes",475511
"375",2013-08-01,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","32221","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","No",471580
"376",2013-07-23,"Bank account or service","Other bank product/service","Problems caused by my funds being low","Other","Other","Other","Bank of America","FL","34205","Other","Other","Web",2013-07-24,"Closed with explanation","Yes","No",454548
"377",2013-08-01,"Consumer Loan","Installment loan","Taking out the loan or lease","Other","Other","Other","Wells Fargo & Company","SC","29229","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","Yes",471587
"378",2013-08-06,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","CA","92626","Other","Other","Web",2013-08-13,"Closed with explanation","Yes","No",482133
"379",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","AZ","85338","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",481849
"380",2013-07-23,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Citizens Financial Group, Inc.","MA","2184","Other","Other","Web",2013-07-24,"Closed with explanation","Yes","No",463768
"381",2013-07-23,"Credit card","Other","Other","Other","Other","Other","JPMorgan Chase & Co.","CA","91941","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","No",475145
"382",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","NJ","7621","Other","Other","Web",2013-08-09,"Closed with explanation","Yes","No",481857
"383",2013-08-06,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Wells Fargo & Company","FL","32765","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",481861
"384",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MI","48382","Other","Other","Fax",2013-07-25,"Closed with explanation","Yes","No",454653
"385",2013-08-01,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33026","Other","Other","Web",2013-08-05,"Closed with non-monetary relief","Yes","No",471617
"386",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","FL","34120","Older American","Other","Phone",2013-07-24,"Closed with explanation","Yes","No",463804
"387",2013-08-06,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Regions Financial Corporation","MS","39212","Other","Other","Referral",2013-08-09,"Closed","Yes","No",482413
"388",2013-08-01,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","MA","1960","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","Yes",475211
"389",2013-08-01,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","FL","33460","Other","Other","Referral",2013-08-05,"Closed with explanation","Yes","No",471625
"390",2013-07-23,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Focused Recovery Solutions, Inc.","VA","23831","Other","Other","Web",2013-08-05,"Closed with non-monetary relief","Yes","No",463818
"391",2013-07-23,"Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","TransUnion Intermediate Holdings, Inc.","FL","33141","Other","Other","Postal mail",2013-07-29,"Closed with explanation","Yes","No",463820
"392",2013-08-01,"Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","CA","95126","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","No",471653
"393",2013-08-01,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Citibank","IL","60425","Other","Other","Web",2014-01-09,"Closed with explanation","Yes","No",471655
"394",2013-07-23,"Credit card","Other","Late fee","Other","Other","Other","Capital One","AR","72015","Other","Other","Web",2013-07-23,"Closed with monetary relief","Yes","No",463829
"395",2013-08-01,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Experian","WA","98053","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","Yes",454838
"396",2013-07-23,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Equifax","GA","30253","Other","Other","Web",2013-07-23,"Closed with non-monetary relief","Yes","No",457178
"397",2013-08-01,"Mortgage","FHA mortgage","Settlement process and costs","Other","Other","Other","Prospect Mortgage","FL","33469","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","Yes",471663
"398",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NY","11779","Other","Other","Referral",2013-07-24,"Closed with explanation","Yes","No",464221
"399",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","CA","95842","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464275
"400",2013-07-24,"Credit card","Other","Billing disputes","Other","Other","Other","HSBC North America Holdings Inc.","NY","10002","Other","Other","Web",2013-07-24,"Closed with explanation","Yes","No",465071
"401",2013-07-24,"Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","TD Bank US Holding Company","CT","6001","Other","Other","Referral",2013-07-26,"Closed with monetary relief","Yes","No",465980
"402",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","VA","22010","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",475789
"403",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","MI","48301","Other","Other","Web",2013-08-09,"Closed with explanation","Yes","No",481960
"404",2013-08-06,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","U.S. Bancorp","CO","80026","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",481957
"405",2013-07-23,"Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Other","Santander Bank US","ME","4538","Older American","Other","Web",2013-07-24,"Closed with explanation","Yes","No",463887
"406",2013-07-23,"Credit card","Other","Payoff process","Other","Other","Other","U.S. Bancorp","MA","2726","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","Yes",463889
"407",2013-07-24,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","JPMorgan Chase & Co.","TN","37777","Older American","Other","Web",2013-07-29,"Closed with explanation","Yes","Yes",465093
"408",2013-07-24,"Credit card","Other","Billing disputes","Other","Other","Other","Amex","CA","92841","Other","Other","Referral",2013-08-13,"Closed with monetary relief","Yes","Yes",465248
"409",2013-08-06,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","VA","22182","Other","Other","Web",2013-08-07,"Closed with non-monetary relief","Yes","No",482137
"410",2013-08-06,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","Sterling Infosystems, Inc.","FL","32809","Other","Other","Web",2013-08-09,"Closed with explanation","Yes","No",481968
"411",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33141","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","Yes",465316
"412",2013-08-06,"Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Other","Other","Other","Specialized Loan Servicing LLC","CA","92886","Other","Other","Postal mail",2013-08-07,"Closed","Yes","No",481055
"413",2013-07-24,"Credit card","Other","APR or interest rate","Other","Other","Other","PNC Bank N.A.","PA","15216","Other","Other","Phone",2013-07-26,"Closed with explanation","Yes","No",465121
"414",2013-07-24,"Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","NY","11743","Other","Other","Web",2013-07-26,"Closed with monetary relief","Yes","No",465124
"415",2013-07-24,"Credit card","Other","Other","Other","Other","Other","Amex","FL","33547","Other","Other","Postal mail",2013-07-25,"Closed with monetary relief","Yes","No",475638
"416",2013-07-23,"Credit card","Other","Billing disputes","Other","Other","Other","Capital One","MA","1341","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","No",463979
"417",2013-07-24,"Credit card","Other","Billing disputes","Other","Other","Other","Bank of America","CO","80012","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",465138
"418",2013-07-23,"Credit reporting","Other","Improper use of my credit report","Report improperly shared by CRC","Other","Other","Experian","FL","34988","Older American","Other","Web",2013-07-29,"Closed with non-monetary relief","Yes","No",475950
"419",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NC","28031","Other","Other","Phone",2013-09-20,"Closed with explanation","Yes","No",482076
"420",2013-08-06,"Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Frequent or repeated calls","Other","Other","Stellar Recovery Inc.","NJ","7055","Older American","Other","Postal mail",2013-08-12,"Closed with explanation","Yes","No",480828
"421",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Ditech Financial LLC","CA","94547","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",482078
"422",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ditech Financial LLC","MI","48041","Other","Other","Web",2013-07-24,"Closed with explanation","Yes","No",464006
"423",2013-07-24,"Bank account or service","(CD) Certificate of deposit","Deposits and withdrawals","Other","Other","Other","Citizens Financial Group, Inc.","PA","19055","Older American","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",465189
"424",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","CA","90064","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",465192
"425",2013-08-06,"Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Equifax","OR","97701","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",482083
"426",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","KY","40071","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",465195
"427",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33323","Other","Other","Referral",2013-07-29,"Closed with explanation","Yes","No",465198
"428",2013-07-24,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Bank of America","CA","92780","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",465205
"429",2013-08-06,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Experian","IL","60192","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",482097
"430",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Regions Financial Corporation","FL","33142","Older American","Other","Web",2013-07-24,"Closed with explanation","Yes","No",464031
"431",2013-07-24,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Regions Financial Corporation","TN","37885","Other","Other","Referral",2013-07-26,"Closed","Yes","No",465199
"432",2013-07-24,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","PA","19008","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",465206
"433",2013-07-24,"Money transfers","Domestic (US) money transfer","Money was not available when promised","Other","Other","Other","Wells Fargo & Company","MD","21061","Other","Other","Referral",2013-07-31,"Closed with explanation","Yes","No",465207
"434",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","HSBC North America Holdings Inc.","NH","3451","Older American","Other","Referral",2013-07-29,"Closed with explanation","Yes","No",465212
"435",2013-07-23,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","PA","19605","Other","Other","Phone",2013-07-24,"Closed with explanation","Yes","No",464051
"436",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","PNC Bank N.A.","MD","21029","Other","Other","Phone",2013-07-25,"Closed with explanation","Yes","No",464059
"437",2013-07-24,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33024","Other","Other","Referral",2013-07-29,"Closed with explanation","Yes","Yes",454985
"438",2013-07-23,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","NY","12533","Other","Other","Web",2013-07-23,"Closed with non-monetary relief","Yes","No",462445
"439",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Ocwen","CA","92701","Other","Other","Referral",2013-07-29,"Closed with explanation","Yes","No",465218
"440",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","FL","32774","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",466121
"441",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","CA","91764","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",454862
"442",2013-07-24,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","JPMorgan Chase & Co.","CA","90019","Other","Other","Referral",2013-07-29,"Closed with explanation","Yes","Yes",465224
"443",2013-07-23,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","MD","20748","Other","Other","Phone",2013-07-24,"Closed with explanation","Yes","Yes",464067
"444",2013-07-23,"Credit card","Other","Other","Other","Other","Other","Discover","CT","6002","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","No",462132
"445",2013-08-07,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","TX","75115","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",499212
"446",2013-07-24,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ditech Financial LLC","CA","94526","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",475460
"447",2013-08-07,"Credit reporting","Other","Incorrect information on credit report","Personal information","Other","Other","Equifax","VA","23455","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",482494
"448",2013-08-07,"Debt collection","Credit card","Taking/threatening an illegal action","Sued where didn't live/sign for debt","Other","Other","Amex","CA","90274","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",495107
"449",2013-08-07,"Debt collection","Mortgage","Improper contact or sharing of info","Talked to a third party about my debt","Other","Other","Ditech Financial LLC","WI","53508","Older American","Other","Web",2013-11-07,"Closed with explanation","Yes","No",482484
"450",2013-08-07,"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Debt Recovery Solutions, LLC","FL","32937","Other","Other","Web",2013-08-12,"Closed with explanation","Yes","No",482469
"451",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Real Time Resolutions","CA","92128","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",464080
"452",2013-07-24,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","CA","92660","Other","Other","Referral",2013-07-26,"Closed with explanation","Yes","No",476088
"453",2013-08-07,"Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Synchrony Financial","NY","14217","Servicemember","Other","Phone",2013-08-07,"Closed with non-monetary relief","Yes","No",493198
"454",2013-08-07,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Consumer Adjustment Company Incorporated","FL","32937","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",482470
"455",2013-08-07,"Debt collection","Credit card","Taking/threatening an illegal action","Threatened to sue on too old debt","Other","Other","JPMorgan Chase & Co.","MN","55126","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",482499
"456",2013-08-07,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting report or credit score","Other","Other","TransUnion Intermediate Holdings, Inc.","CA","92114","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",493184
"457",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MI","48382","Other","Other","Fax",2013-07-25,"Closed with explanation","Yes","No",454654
"458",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Astoria Bank","DC","20019","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464096
"459",2013-08-07,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Bank of America","CA","94114","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",482503
"460",2013-07-23,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","Equifax","NE","69101","Other","Other","Web",2013-07-23,"Closed with non-monetary relief","Yes","No",464108
"461",2013-08-07,"Mortgage","Conventional adjustable mortgage (ARM)","Application, originator, mortgage broker","Other","Other","Other","Nationstar Mortgage","WA","98665","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","Yes",482834
"462",2013-08-07,"Bank account or service","Checking account","Using a debit or ATM card","Other","Other","Other","Bank of America","NY","11238","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",493185
"463",2013-08-07,"Credit card","Other","APR or interest rate","Other","Other","Other","Citibank","FL","33418","Older American","Other","Web",2013-08-07,"Closed with non-monetary relief","Yes","No",486967
"464",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","SunTrust Banks, Inc.","FL","33185","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464608
"465",2013-08-07,"Credit card","Other","Cash advance","Other","Other","Other","Amex","VA","23233","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",482835
"466",2013-07-23,"Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Residential Credit Solutions","NC","27704","Other","Other","Web",2013-07-25,"Closed with explanation","No","No",464118
"467",2013-07-23,"Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","Santander Bank US","NJ","8857","Other","Other","Referral",2013-07-24,"Closed","Yes","Yes",464614
"468",2013-08-07,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","AZ","85345","Other","Other","Web",2013-08-09,"Closed with explanation","Yes","No",484851
"469",2013-07-24,"Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Threatened to take legal action","Other","Other","Synchrony Financial","NJ","7410","Other","Other","Phone",2013-07-31,"Closed with explanation","Yes","Yes",475196
"470",2013-08-07,"Credit card","Other","Late fee","Other","Other","Other","Citibank","CA","94523","Other","Other","Web",2013-08-07,"Closed with monetary relief","Yes","No",488956
"471",2013-08-07,"Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Other","Equifax","CA","90230","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",482474
"472",2013-08-12,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","NJ","7062","Older American","Other","Web",2013-08-14,"Closed with explanation","Yes","No",488098
"473",2013-07-24,"Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Synchrony Financial","CA","93401","Other","Other","Web",2013-08-01,"Closed with non-monetary relief","Yes","No",465281
"474",2013-08-07,"Mortgage","Conventional fixed mortgage","Settlement process and costs","Other","Other","Other","Nationstar Mortgage","WA","98036","Other","Other","Web",2013-08-09,"Closed with explanation","Yes","Yes",484852
"475",2013-08-07,"Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","Santander Bank US","NY","11106","Other","Other","Referral",2013-08-08,"Closed","Yes","No",482887
"476",2013-08-07,"Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","SC","29649","Servicemember","Other","Referral",2013-08-12,"Closed with explanation","Yes","No",482544
"477",2013-08-07,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","CA","91709","Other","Other","Referral",2013-08-09,"Closed with explanation","Yes","No",484871
"478",2013-08-07,"Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","The Stark Collection Agency, Inc.","IL","60459","Other","Other","Referral",2013-08-09,"Closed with non-monetary relief","Yes","No",482521
"479",2013-08-12,"Mortgage","Conventional fixed mortgage","Credit decision / Underwriting","Other","Other","Other","Wells Fargo & Company","WA","98045","Other","Other","Web",2013-08-14,"Closed with explanation","Yes","No",488082
"480",2013-07-23,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","BB&T Financial","FL","34668","Other","Other","Referral",2013-07-25,"Closed with explanation","Yes","No",464825
"481",2013-07-24,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting report or credit score","Other","Other","Equifax","PR","940","Older American","Other","Web",2013-07-24,"Closed with non-monetary relief","Yes","No",465296
"482",2013-08-07,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","LA","71360","Other","Other","Postal mail",2013-08-08,"Closed with explanation","Yes","No",482487
"483",2013-07-24,"Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Other","Bank of America","AZ","85143","Older American","Other","Phone",2013-07-25,"Closed with explanation","Yes","No",465305
"484",2013-07-23,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Bank of America","FL","33012","Other","Other","Referral",2013-07-24,"Closed with monetary relief","Yes","No",464660
"485",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","PNC Bank N.A.","PA","18062","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",464145
"486",2013-08-12,"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Receivables Management Partners, LLC","IL","61073","Servicemember","Other","Web",2013-10-16,"Closed","Yes","No",488154
"487",2013-08-07,"Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was discharged in bankruptcy","Other","Other","Morgan Stanley","FL","33411","Other","Other","Web",2013-08-28,"Closed with non-monetary relief","Yes","No",482546
"488",2013-07-23,"Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Convergent Resources, Inc.","CA","95954","Servicemember","Other","Phone",2013-07-30,"Closed","Yes","No",464164
"489",2013-07-23,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Bank of America","CA","91702","Other","Other","Postal mail",2013-07-24,"Closed with explanation","Yes","No",464155
"490",2013-08-07,"Student loan","Non-federal student loan","Getting a loan","Getting a loan","Other","Other","Discover","MA","2067","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",482552
"491",2013-08-12,"Credit card","Other","Payoff process","Other","Other","Other","Synchrony Financial","ME","4106","Other","Other","Web",2013-08-12,"Closed with monetary relief","Yes","Yes",488169
"492",2013-07-24,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","IL","60630","Other","Other","Phone",2013-07-26,"Closed with explanation","Yes","No",465325
"493",2013-07-24,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","Wells Fargo & Company","IL","60461","Older American","Other","Web",2013-07-26,"Closed with explanation","Yes","Yes",465331
"494",2013-08-07,"Credit card","Other","Customer service / Customer relations","Other","Other","Other","Barclays PLC","MA","1960","Other","Other","Web",2013-08-07,"Closed with non-monetary relief","Yes","No",482563
"495",2013-07-23,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33777","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",463917
"496",2013-07-24,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Retrieval-Masters Creditors Bureau, Inc.","OH","45133","Other","Other","Phone",2013-08-07,"Closed with explanation","Yes","No",465343
"497",2013-07-23,"Credit card","Other","APR or interest rate","Other","Other","Other","Discover","NJ","7032","Other","Other","Web",2013-07-23,"Closed with explanation","Yes","Yes",479943
"498",2013-08-12,"Credit card","Other","APR or interest rate","Other","Other","Other","Barclays PLC","NY","11413","Other","Other","Web",2013-08-12,"Closed with explanation","Yes","Yes",488194
"499",2013-08-12,"Debt collection","Medical","Communication tactics","Used obscene/profane/abusive language","Other","Other","Expert Global Solutions, Inc.","PA","15212","Other","Other","Phone",2013-08-23,"Closed with explanation","Yes","No",488130
"500",2013-07-24,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Bank of America","CA","94402","Older American","Other","Web",2013-07-26,"Closed with monetary relief","Yes","No",463174
"501",2013-08-07,"Credit card","Other","Billing disputes","Other","Other","Other","Bank of America","PA","19149","Other","Other","Web",2013-08-07,"Closed with monetary relief","Yes","No",493187
"502",2013-08-07,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","DE","19954","Other","Other","Web",2013-09-19,"Closed with explanation","Yes","No",482579
"503",2013-07-24,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Specialized Loan Servicing LLC","IL","60630","Other","Other","Phone",2013-07-26,"Closed","Yes","No",465326
"504",2013-08-07,"Credit card","Other","Other","Other","Other","Other","Discover","VA","23111","Other","Other","Referral",2013-08-09,"Closed with explanation","Yes","Yes",482561
"505",2013-08-12,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","TX","75401","Other","Other","Referral",2013-08-15,"Closed with explanation","Yes","Yes",487743
"506",2013-08-12,"Credit card","Other","Billing disputes","Other","Other","Other","Capital One","MO","63130","Other","Other","Web",2013-08-12,"Closed with monetary relief","Yes","Yes",488213
"507",2013-07-23,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","PA","19464","Other","Other","Web",2013-07-25,"Closed with explanation","Yes","No",464202
"508",2013-08-07,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","FL","34695","Other","Other","Referral",2013-08-09,"Closed with explanation","Yes","No",484877
"509",2013-07-24,"Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Right to dispute notice not received","Other","Other","Stellar Recovery Inc.","FL","33912","Other","Other","Postal mail",2013-08-01,"Closed with explanation","Yes","No",465370
"510",2013-07-23,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","M&T Bank Corporation","DE","19803","Other","Other","Web",2013-07-24,"Closed","Yes","No",464204
"511",2013-08-07,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","MD","21044","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",482846
"512",2013-08-12,"Credit card","Other","Unsolicited issuance of credit card","Other","Other","Other","Citibank","FL","33319","Other","Other","Phone",2013-08-13,"Closed with non-monetary relief","Yes","No",488217
"513",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","EverBank","CA","91724","Other","Other","Referral",2013-08-14,"Closed with explanation","Yes","No",488227
